class_label,document
negative,"http://www.marketwatch.com/story/gold-falls-more-after-philly-fed-down-37-2011-09-15gold falls more after philly fed, down $37"
negative,http://www.marketwatch.com/story/gold-edges-higher-as-other-metals-futures-fall-2011-06-24late-hour selloff sends gold to 5-week low
neutral,http://www.marketwatch.com/story/gold-futures-steady-in-late-morning-dealings-2005-11-10gold futures steady in late morning dealings
negative,"http://www.marketwatch.com/story/dec-gold-at-131390-vs-132010-before-data-2013-08-01dec. gold at $1,313.90 vs. $1,320.10 before data"
positive,http://www.marketwatch.com/story/gold-futures-climb-near-570-an-ounce-2006-01-30gold futures climb near $570 an ounce
negative,http://www.marketwatch.com/story/gold-ends-lower-as-investors-trim-exposure-2010-04-13gold ends lower as investors trim exposure
negative,"https://economictimes.indiatimes.com/markets/commodities/news/gold-rate-today-gold-futures-decline-rs-77-on-profit-booking-global-cues/articleshow/61639382.cmsgold rate today: gold, silver trade lower in morning deals"
positive,http://www.marketwatch.com/story/gold-at-best-in-11-weeks-copper-gives-back-gains-2012-02-02gold at best in 11 weeks; copper gives back gains
none,http://www.marketwatch.com/story/gold-etf-flows-suggest-investor-panic-is-over-2013-10-04-1210308gold etf flows suggest investor panic is over
negative,http://www.investing.com/news/commodities-news/gold-edges-higher-but-remains-near-7-week-low-ahead-of-u.s.-data-275261Gold edges higher but remains near 7-week low ahead of U.S. data
positive,"https://economictimes.indiatimes.com/markets/commodities/gold-snaps-three-day-rise-on-sluggish-demandsilver-strengthen/articleshow/11555119.cmsgold snaps three-day rise on sluggish demand,silver strengthen"
positive,http://www.investing.com/news/commodities-news/gold-futures-edge-higher-but-upside-seen-limited-371126gold futures edge higher but upside seen limited
negative,http://www.marketwatch.com/story/gold-holds-on-to-modest-loss-after-data-2017-03-09Gold holds on to modest loss after data
none,https://www.moneycontrol.com/news/business/markets/-1352715.htmlsell gold & crude: naveen mathur
negative,"http://www.marketwatch.com/story/gold-drops-to-2-week-low-as-dollar-gains-strength-on-tax-reform-hopes-2017-10-20Gold at 2-week low, tallies biggest weekly loss in a month"
none,https://www.metalsdaily.com/link/278063/blockchain-golds-supply-chain-is-coming-to-the-blockchain.htmblockchain : gold's supply chain is coming to the blockchain
none,https://www.metalsdaily.com/link/280978/wgc-key-gold-market-statistics.htmwgc : key gold market statistics
negative,https://www.thehindubusinessline.com/markets/gold/gold-near-2-month-lows-silver-extend-losses/article23105270.eceGold near 2-month lows; silver extend losses
positive,"http://www.marketwatch.com/story/aug-gold-up-150-to-end-at-124740oz-on-comex-2013-07-10aug. gold up $1.50 to end at $1,247.40/oz on comex"
positive,http://www.marketwatch.com/story/the-gold-rush-is-on-in-shanghai-2003-12-29the gold rush is on in shanghai
positive,"https://economictimes.indiatimes.com/articleshow/5245494.cmsgold zooms to a new high of rs 17,205"
none,"https://economictimes.indiatimes.com/markets/stocks/policy/mcx-to-launch-mini-gold-contract-targets-small-traders/articleshow/3019082.cmsmcx to launch mini gold contract, targets small traders"
positive,"https://www.thehindubusinessline.com/markets/gold/gold-futures-up-at-rs-28553-on-firm-global-cues/article9787515.eceGold futures up at Rs 28,553 on firm global cues"
negative,https://www.moneycontrol.com/news/business/markets/-1986667.htmlMCX GOLD Dec contract trades lower
positive,http://www.marketwatch.com/story/gold-prices-settle-at-highest-level-since-november-2017-04-11Gold prices settle at highest level since November
positive,https://economictimes.indiatimes.com/markets/commodities/gold-futures-up-on-global-cues-as-speculators-created-fresh-positions/articleshow/15054161.cmsgold futures up on global cues as speculators created fresh positions
positive,http://www.marketwatch.com/story/gold-set-for-fresh-3-month-high-as-dollar-slides-2017-02-24Gold scores 4th straight weekly gain as dollar struggles
negative,http://www.marketwatch.com/story/gold-settles-at-lowest-level-since-late-july-2013-02-20gold settles at lowest level since late july
positive,http://www.marketwatch.com/story/comex-gold-ends-09-higher-before-fed-decision-2014-01-29comex gold ends 0.9% higher before fed decision
positive,"http://www.marketwatch.com/story/gold-closes-almost-6-higher-extends-rise-to-after-hours-2007-06-28gold ends up almost $6, extends rise to after hours"
positive,"http://www.marketwatch.com/story/feb-gold-at-166390-after-settle-at-167460-2013-01-03feb. gold at $1,663.90 after settle at $1,674.60"
none,http://www.marketwatch.com/story/alamos-gold-downgraded-to-neutral-from-outperform-at-credit-suisse-2017-01-13Alamos Gold downgraded to neutral from outperform at Credit Suisse
negative,"http://www.marketwatch.com/story/gold-futures-down-05-at-1371-an-ounce-2010-11-24gold futures down 0.5% at $1,371 an ounce"
positive,http://www.marketwatch.com/story/december-gold-futures-close-up-260-at-43810-2005-08-31december gold futures close up $2.60 at $438.10
neutral,http://www.marketwatch.com/story/gold-little-changed-after-adp-report-2016-08-31Gold little-changed after ADP report
negative,"https://www.thehindubusinessline.com/markets/gold/gold-futures-down-at-rs-31231-per-10-gram/article9149450.eceGold futures down at Rs 31,231 per 10 gram"
negative,https://www.metalsdaily.com/link/282652/india-gold-price-drop-spurs-india-festive-demand-but-kerala-disaster-will-boost-selling.htmindia : gold price drop spurs india festive demand but kerala disaster 'will boost selling'
positive,"https://economictimes.indiatimes.com/markets/commodities/news/gold-rate-today-gold-silver-up-in-morning-trade/articleshow/61815448.cmsgold rate today: gold, silver up in morning trade"
negative,"http://www.marketwatch.com/story/spot-gold-quoted-at-41730-down-40c-from-new-york-2004-10-06spot gold quoted at $417.30, down 40c from new york"
none,"http://www.marketwatch.com/story/b-of-a-cuts-12-gold-forecast-lifts-copper-view-2012-04-02b. of a. cuts '12 gold forecast, lifts copper view"
none,"https://www.moneycontrol.com/news/business/markets/cftc-speculators-more-bearisheur-gbp-less-bullishcrude-oil-gold-977576.htmlcftc: speculators more bearish on eur, gbp; less bullish on crude oil, gold"
negative,http://www.investing.com/news/commodities-news/gold-drops-on-robust-u.s.-november-jobs-report-319234Gold drops on robust U.S. November jobs report
negative,"https://www.thehindubusinessline.com/markets/gold/profit-booking-pulls-gold-futures-down-to-rs-30505/article24890680.eceProfit-booking pulls gold futures down to Rs 30,505 "
positive,http://www.marketwatch.com/story/philadelphia-goldsilver-index-ends-near-one-week-high-2005-10-24philadelphia gold/silver index ends near one-week high
none,"http://www.marketwatch.com/story/gold-taps-1000-for-first-time-since-february-2009-09-07gold taps $1,000 for first time since february"
positive,http://www.marketwatch.com/story/gold-pares-gains-in-electronic-trade-as-fed-appears-open-to-sept-rate-hike-2016-07-27Gold pares gains in electronic trade as Fed appears open to Sept. rate hike
positive,http://www.marketwatch.com/story/gold-prices-end-higher-as-the-us-dollar-loses-more-ground-2005-08-10gold prices end higher as the u.s. dollar loses more ground
none,https://economictimes.indiatimes.com/news/economy/foreign-trade/commerce-ministry-favours-restriction-free-gold-imports/articleshow/55646158.cmscommerce ministry favours 'restriction free' gold imports
negative,http://www.marketwatch.com/story/dec-gold-down-60c-at-43970-after-43840-low-2005-08-09dec gold down 60c at $439.70 after $438.40 low
negative,"http://www.marketwatch.com/story/dec-gold-settles-at-126370oz-down-4-or-03-2016-10-24dec. gold settles at $1,263.70/oz, down $4, or 0.3%"
positive,https://www.thehindubusinessline.com/markets/commodities/nearterm-outlook-remains-bearish-for-mcx-gold/article7933447.eceNear-term outlook remains bearish for MCX gold
positive,"http://www.investing.com/news/commodities-news/gold-gains-on-mixed-u.s.-data,-though-fed-focus-caps-gains-309514Gold gains on mixed U.S. data, though Fed focus caps gains"
negative,"https://economictimes.indiatimes.com/markets/stocks/recos/titans-growth-path-no-more-paved-with-gold-falling-yellow-metal-prices-take-toll-on-sales/articleshow/19504066.cmstitan's growth path no more paved with gold, falling yellow metal prices take toll on sales"
negative,"http://www.marketwatch.com/story/gold-stocks-futures-prices-declinegold stocks, futures prices decline"
positive,"http://www.marketwatch.com/story/gold-ends-1-higher-at-167190-an-ounce-2012-03-30gold ends 1% higher at $1,671.90 an ounce"
neutral,https://www.moneycontrol.com/news/business/stocks/gold-prices-to-trade-sideways-today-angel-commodities-5-2585641.htmlGold prices to trade sideways today: Angel Commodities
positive,"https://www.thehindubusinessline.com/markets/gold/gold-futures-rise-to-rs-25298-per-10-gm/article7995904.eceGold futures rise to Rs 25,298 per 10 gm"
negative,http://www.investing.com/news/commodities-news/gold-prices-dip-in-asia-on-profit-taking-291590Gold prices dip in Asia on profit taking
positive,"http://www.marketwatch.com/story/december-gold-rises-1670-or-13-to-settle-at-127930oz-2017-08-09December gold rises $16.70, or 1.3%, to settle at $1,279.30/oz."
negative,http://www.marketwatch.com/story/gold-futures-mark-lowest-settlement-since-jan-13-2017-01-25Gold futures mark lowest settlement since Jan. 13
negative,"https://economictimes.indiatimes.com/markets/commodities/news/gold-silver-down-in-morning-trade/articleshow/60153891.cmsgold, silver down in morning trade"
none,"https://www.moneycontrol.com/news/business/stocks/-2050203.htmltechnical view on gold, silver, nickel: nirmal bang"
none,https://www.moneycontrol.com/news/trends/special-videos-trends/early-taper-will-put-pressuregold-ram-pitre-1570805.htmlearly taper will put pressure on gold: ram pitre
positive,"http://www.marketwatch.com/story/gold-closed-up-1130-to-110850oz-2010-02-25gold closed up $11.30 to $1,108.50/oz."
positive,"https://economictimes.indiatimes.com/markets/commodities/diwali-2011-with-prices-rising-does-buying-gold-make-sense-this-dhanteras/articleshow/10398975.cmsdiwali 2011: with prices rising, does buying gold make sense this dhanteras?"
positive,http://www.marketwatch.com/story/gold-dips-coming-off-last-weeks-data-binge-2014-03-10gold settles higher; china data slams copper
negative,"http://www.marketwatch.com/story/gold-prices-fall-as-traders-eye-dollar-data-2004-09-01gold prices fall as traders eye dollar, data"
negative,http://www.marketwatch.com/story/gold-futures-edge-lower-in-electronic-trading-after-fomc-minutes-2018-10-17gold futures edge lower in electronic trading after fomc minutes
positive,http://www.marketwatch.com/story/gold-rises-in-electronic-trade-after-fed-decision-2012-10-24gold rises in electronic trade after fed decision
positive,"http://www.marketwatch.com/story/gold-ends-higher-but-still-posts-a-loss-for-the-week-2016-05-13gold ends higher, but still posts a loss for the week"
positive,"http://www.marketwatch.com/story/gold-taps-1300-an-ounce-level-up-1040-or-08-2016-05-02gold taps $1,300-an-ounce level, up $10.40, or 0.8%"
negative,"http://www.marketwatch.com/story/gold-lower-but-on-track-to-post-weekly-gain-2016-01-22gold futures fall for the day, but shine for the week"
positive,"http://www.marketwatch.com/story/dec-gold-closes-at-43540oz-in-ny-up-90c-for-the-day-2004-11-11dec gold closes at $435.40/oz in ny, up 90c for the day"
negative,"http://www.marketwatch.com/story/gold-futures-fall-15-for-the-session-lose-08-for-the-week-2016-02-26gold futures fall 1.5% for the session, lose 0.8% for the week"
positive,http://www.marketwatch.com/story/gold-futures-gain-ahead-of-fed-interest-rate-decision-2007-01-31gold futures gain ahead of fed interest rate decision
negative,http://www.marketwatch.com/story/gold-futures-add-to-drop-after-payrolls-gain-2012-10-05gold futures add to drop after payrolls gain
positive,"http://www.marketwatch.com/story/gold-prices-up-1240-or-1-to-126430-an-ounce-2016-10-10gold prices up $12.40, or 1%, to $1,264.30 an ounce"
none,http://www.marketwatch.com/story/what-platinums-premium-over-gold-really-means-2013-01-18what platinum's premium over gold really means
positive,http://www.investing.com/news/commodities-news/gold-price-pare-gains-as-dollar-steadies-1378453Gold Prices Pare Gains as Dollar Steadies
positive,http://www.marketwatch.com/story/spot-gold-prices-rise-440-to-32650-in-asia-2003-04-09spot gold prices rise $4.40 to $326.50 in asia
positive,https://www.thehindubusinessline.com/markets/gold/gold-set-to-rise-in-coming-months/article25338786.eceGold set to rise in coming months
positive,http://www.marketwatch.com/story/gold-gains-for-a-fourth-straight-session-2017-05-15Gold gains for a fourth straight session
positive,"http://www.marketwatch.com/story/gold-ends-05-higher-at-1696-an-ounce-2012-09-04gold ends 0.5% higher at $1,696 an ounce"
negative,https://www.moneycontrol.com/news/business/markets/-1664031.htmlmcx goldguinea october contract trades lower
