class_label,document
none,gold futures close at a record level
negative,Gold extends slump to hit 18-week low with U.S. economy in focus
negative,"gold falls on dollar strength, lower stocks"
negative,gold futures trade closer to session low
none,"sharps pixley:  gold price of $1,340 - pass at your peril?"
negative,Gold falls on solid U.S. personal spending data
positive,"Short-covering, geopolitical tensions drive gold prices up"
negative,gold futures post largest weekly loss in over 3 years
positive,"gold gains on bargain hunting, ukraine concerns"
positive,"dec gold up $4.50, or 1%, for the week"
positive,gold hits over 3 week high on dollar weakness; palladium at 17 year high
positive,MCX GOLDM Nov contract up slightly
positive,gold futures rise 0.16% on global cues
positive,"February gold ends up $5.10, or 0.5%, at $1,138.70/oz."
negative,Gold settles lower as caution over the Fed caps upside
negative,"Gold ends lower on interest-rate outlook, but geopolitical worries buoy"
negative,Gold adds to slight loss after Bank of England lifts interest rates for first time in 10 years
none,sell copper & gold; buy crude: sumeet bagadia
positive,"aug gold up 30 cents at $1,614.10/oz"
positive,gold prices tally a second-straight session climb
none,ron paul : 51% of respondents chooses bitcoin over gold and fiat
none,etfs : gold etf veteran says new funds fix key problems
positive,"Dec. gold gains $2.20, or 0.2%, to settle at $1,271.80/oz"
positive,"gold, silver futures climb to three-week highs"
positive,"Feb. gold climbs $7.40, or 0.6%, to settle at $1,177.50/oz"
positive,"Gold settles up $3.80, or 0.3%, at $1,257.60 an ounce"
negative,silver to 'outperform gold' in 2018 as gold/silver ratio trades 41% above 50-year average
negative,"december gold down $19 at $1,276.20 an ounce"
positive,gold futures up $8 at $691 an ounce
negative,gold edges down as dollar gains vs euro on ecb policy
negative,Expect Gold to trade negative: Sushil Finance
negative,"gold trade near two-month lows, silver strech losses"
negative,"August gold off 0.5% at $1,253.90/oz."
negative,"gold prices dip in asia as focus on u.s. jobs data, fed"
negative,"gold posts weekly loss on dollar rise, strong us data"
positive,Gold prices gain in Asia ahead of Fed minutes release
none,Deccan Exploration discovers additional gold resources in Haveri district
none,chopard pledges to use 100% ethical gold by july
negative,Gold prices hold sharp loss after import-price report
none,inflation : key trends for trading markets 2018: this will be a gold-en year
negative,"feb. gold falls 0.8% to $1,087.50 an ounce"
neutral,"Gold futures hold steady, eyes on U.S. economic reports"
positive,dec. gold ends up $13.40 at $791.40 an ounce on nymex
positive,"Weekend roundup: Companies with most to gain from Trump tax cuts | Dow at 20,000 | A gold bug suffers"
positive,"More upside seen in gold prices, every dip could be opportunity to go long in silver"
negative,"randgold, miners sink in london as gold dives"
positive,"commodity bets: trading tips to make profit in gold, silver"
negative,gold futures slip from record high ahead of fed
positive,"August gold up 0.1% at $1,281.40/oz, after $1,286.60 high"
positive,gold futures recover after worst week in more than 3 years
negative,metals indexes follow gold lower
positive,gold up on firm global cues
negative,gold futures fall below $920 as dollar rises
positive,gold futures edge higher with ukraine events in focus
none,"gold taps more records, nears $1,225 on globex"
negative,"chinese unmoved by gold price drop, see it cheaper still"
negative,"oil falls below $99 a barrel, gold off by 0.4%"
negative,gold prices settle lower as rate hike looms
negative,Gold early losses hold steady after jobless claims
negative,Gold futures down 0.19% on profit-booking
positive,gold futures rally above $800; platinum gains
positive,Gold prices to trade higher: Angel Commodities
negative,"Gold falls to Rs 30,360; silver slips below 42K-mark"
positive,gold futures end $2 higher after two-session drop
negative,"Gold turns lower after Putin comments, Yellen testimony ahead"
negative,"gold, silver trade lower in morning trade"
positive,"Gold spurts on firm buying, silver also edges up"
neutral,"gold little changed amid firmer equities, weaker dollar"
positive,Rough September dents gold's 3rd quarter gain
negative,Gold Prices Break 3-Day Winning Streak as China Factory Growth Disappoints
negative,Gold futures slip back in electronic trading below settlement level
positive,gold futures recover some of their losses
negative,Gold Prices Trim Gains but Remain Near 4-Month Peak
negative,gold marks modest retreat after friday's rally
positive,Gold futures edges up in electronic trading after FOMC minutes
none,gold investing: what to do and how to do it
negative,"Gold loses sheen on subdued demand, priced Rs 32,250 per 10 gm"
positive,gold up over 0.50 per cent in morning trade
positive,"aug gold ends at $349.60, up 0.8% ahead of fed decision"
none,digixdao (dgd): is market unrest driving investors to this gold coin?
negative,Gold loses 1% to finish at lowest in three weeks
positive,Expect Gold to trade positive: Sushil Finance
positive,"spot gold, silver prices surge on weak dollar index"
none,gold futures close near $383 an ounce
negative,Gold trades lower after employment report
negative,fall in gold prices may increase demand
positive,"gold rises after seven days on low level buying, global cues"
positive,feb gold climbs $9.40 to $553.90/oz after $555.50 high
negative,"June gold settle at $1,228.60/oz, down $19.90, or 1.6%"
negative,"gold futures lose 1.6% on day, down about 2.4% for the week"
none,"Swiss gold exports to China, India jump in October"
positive,gold run on romney win defies logic
negative,"Gold futures slip to Rs 26,698 per 10 gm"
positive,"june gold up $7.50 at $1,524.60/oz on globex"
positive,Gold prices to trade higher today: Angel Commodities
none,Gold / Silver / Copper futures - weekly outlook: April 7 - 11
negative,"Dec. gold settle at $1,341.70/oz, down $3, or 0.2%"
none,internet gold q4 earns 5c vs. 2.5c
negative,"Gold futures fall to Rs 31,200 per 10 gm"
negative,"gold futures, issues in dull dealings"
positive,gold futures trade at record as session nears end
negative,Gold prices to trade lower: Angel Commodities
none,germany wants its gold back - should you worry?
positive,gold gains as european debt concerns boost demand
negative,"gold demand improves on price drop, duty fears"
negative,"as gold prices drop, us shoppers, investors ponder options"
negative,"Gold prices drop sharply in Asia on weak flash China PMI, market turmoil"
negative,Gold prices log lowest settlement in a week
negative,gold settles at lowest in a week
negative,Gold futures weaken by 0.09% on global cues
none,"Gold investment demand jumps world-wide, but overall demand drops"
positive,gold rises by rs 71 in futures trade
positive,"gold rebounds on global cues, jewellers buying; silver up"
negative,gold futures open 70 cents lower on nymex
negative,"gold, oil fall further after consumer data"
negative,Gold prices pull back after climbing over the last three weeks
negative,fall in wholesale prices hit gold stocks
positive,Gold hits highest in over six weeks as US jobs data disappoints
positive,gold inches up from near 5-mth low ahead of fed meeting
positive,gold futures gain 4.2% for the week
none,Dhanlaxmi Bank enters gold retailing
none,spot gold quoted at $550.60 in asia trade
neutral,"Gold holds steady near 3-month high ahead of U.S. API, ISM reports"
negative,"gold futures end above $1,060 an ounce as dollar falls"
positive,"barrick profit up 35% on higher gold, copper price"
negative,"Gold futures decline to Rs 26,931 per 10 gm"
positive,"dec. gold settles at $1,304.50/oz, up $1.20, or 0.1%, for the session"
positive,"gold jumps on global cues, silver also soars"
positive,"gold, silver advance on mild demand"
negative,Gold slips from a 2-month high as the dollar stages a rebound
none,buy gold at usd 1748; target usd 1778: geojit
negative,"june gold extends drop, off $20.70 to $1,447.90 oz"
negative,"dec. gold ends at $1,742.30/oz, down $7.30"
neutral,gold to trade in 29645-30131 range: achiievers equities
negative,MCX GOLDM Dec contract down slightly
positive,"august gold ends up $3.80, or 0.4%, at $936"
negative,"gold falls, oil pares gains after fed announcement"
none,gold rate per gram: check out current gold price per gram
none,gold top was easy to see
neutral,"gold hovers near 3-month low, dollar strength weighs"
none,looking for pot of gold in facebook's graph search
neutral,hold long positions in gold: pj commodity ventures
positive,april gold climbs 60 cents to $654.50/oz in afternoon trade
negative,gold melts on rupee heat
positive,"dec. gold settles 0.1% higher at $1,197.10 an ounce"
positive,gold powers to six-month high as turmoil fires up haven demand
none,Festival discounts on gold coin purchases
negative,"june gold down 70 cents, or 0.1%, to end at $1,308.60/oz"
negative,gold declines as strong dollar slow investors' demand
positive,gold up on fed caution over rates; higher equities cap gains
negative,Gold Prices Remain Lower After Upbeat U.S. Data
none,sell gold on rally; buy crude on dip: commtrendz
none,india tightens gold import norms for nominated agencies
none,"mitsubishi : $1,300 is a 'trap door' and here's how gold can break out of it"
none,vedanta resources agrees to buy sterlite gold
positive,gold gains on demand from bargain hunters
positive,gold eases from 3 week top as dollar holds steady
negative,harmony plans capex cuts after gold price fall
none,gold prices look to ecb rate decision for new direction cues
negative,june gold falls $3.90 to close at $659.90/oz
negative,Gold settles lower as dollar closes in on 14-year high
positive,Gold adds to early gains after ISM manufacturing report
positive,gold prices up on festive demand
negative,"feb. gold ends down $11.90, or 1.4%, at $808.80 an ounce"
positive,"gold tips higher in early trade, at $1,619/oz"
positive,gold prices may climb rs 80/gram in three weeks
positive,"Gold ends at a more than 3-week high as U.S. equities, dollar weaken"
